,,,,,,,,,Runs parameters:,,,,,,,,,,,,,,,,,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,,,Tree,Collapsed tree,Collapsed tree short format,Smallest pp value in tree,plase of smallest pp,The main topologies found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,OpiXen-homo-disAb41,1.00E-03,1.5,26575,cluster.All_ntax41_homogroups_Diamond_1e-3_all_vs_all.txt.1.5.mcl.table.fasta.nexus,41,,A1ntax41,Homogroups_A_1_ntax41_run_1.trees.tree,80001,Homogroups_A_1_ntax41_run_2.trees.tree,80001,Homogroups_A_1_ntax41_run_3.trees.tree,80001,Homogroups_A_1_ntax41_run_4.trees.tree,80001,0.06,0.000672826,693,693,0.0132921,1315,0.00961638,1298,0.00943689,1356,0.0107764,1436,0.0119168,1359,0.0108067,80001,0,1629,0.00500145,1629,0.00500221,80001,0,"""(ACDI:0.001346",NEVE:0.001417,(HYMA:0.004013,(((TRAD:0.001413,HOHO:0.000527)0.99:0.003915,((PLBA:0.004501,MNLE:0.001187)0.99:0.00662,((OSCA:0.006497,(SYCI:0.003084,(TEWI:0.00246,AMQU:0.001694)0.99:0.001694)0.99:0.000207)0.99:0.000289,((SARO:0.002649,MOBR:0.004868)0.99:0.003542,(CAOW:0.006311,(SPAR:0.007707,((((SCPO:0.008002,SACE:0.009703)0.99:0.001884,MAOR:0.003923)0.99:0.000822,CRNE:0.006775)0.99:0.003296,(SPPU:0.003135,ALMA:0.008725)0.94:0.001079)0.99:0.00356)0.99:0.001239)0.99:0.00107)0.99:0.0016)0.99:0.000239)0.63:7.3e-05)0.99:0.000223,(XEBO:0.004972,(((LOGI:0.00198,(HERO:0.004025,CATE:0.001299)0.99:0.00046)0.99:0.00018,(SCMA:0.008745,((IXSC:0.003358,(DRME:0.003939,DAPU:0.002794)0.99:0.000634)0.99:0.000574,(PRPA:0.003369,CAEL:0.001531)0.99:0.006774)0.99:0.000777)0.99:0.000221)0.99:0.000316,(((((XETR:0.001019,(HOSA:0.000241,GAGA:0.0009)0.99:0.000143)0.99:0.000235,DARE:0.000601)0.99:0.001536,CIIN:0.003943)0.99:0.000378,BRFL:0.001787)0.99:0.000217,((SAKO:0.000943,PTFL:0.001642)0.99:0.000709,(STPU:0.001546,"ACPL:0.001239)0.99:0.00046)0.99:0.000327)0.99:0.000233)0.99:0.000115)0.99:0.000422)0.99:0.000418)0.99:0.000694);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,OpiAco-homo-disAb44,1.00E-03,1.5,31284,cluster.All_ntax44_homogroups_Diamond_1e-3_all_vs_all.txt.1.5.mcl.table.fasta.nexus,44,,A1ntax44,/home/kjurave/revBayes_run/data/ZIP/Homogroups_A_1_ntax44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,Opi-homo-disAb47,1.00E-03,1.5,32795,cluster.All_ntax47_homogroups_Diamond_1e-3_all_vs_all.txt.1.5.mcl.table.fasta.nexus,47,1_3_4,A1ntax47,Homogroups_A_ntax47_run_1.trees.tree,80001,Homogroups_A_ntax47_run_3.trees.tree,80001,Homogroups_A_ntax47_run_4.trees.tree,80001,,,0.0310746,0.000242307,767,767,0.00112049,1113,0.00992693,1099,0.00990654,1188,0.0102909,1280,0.0105405,1190,0.0102893,80001,0,1039,0.00124102,1039,0.00123931,80001,0,"""(ACDI:0.001581",NEVE:0.001629,(HYMA:0.004442,(((PLBA:0.004993,MNLE:0.001254)0.99:0.007306,((TRAD:0.001566,HOHO:0.000635)0.99:0.004262,((OSCA:0.007085,(SYCI:0.003436,(TEWI:0.002795,AMQU:0.001972)0.99:0.001918)0.99:0.000198)0.99:0.000314,((SARO:0.002851,MOBR:0.00514)0.99:0.003671,(CAOW:0.006532,(SPAR:0.007743,(SPPU:0.003677,((((SCPO:0.007549,SACE:0.009244)0.99:0.001734,MAOR:0.003733)0.99:0.000803,CRNE:0.006369)0.99:0.002678,ALMA:0.007897)0.99:0.000945)0.99:0.003637)0.99:0.001234)0.99:0.001108)0.99:0.001679)0.99:0.000268)0.66:7.8e-05)0.99:0.000231,((XEBO:0.004939,((SYRO:0.001624,PSVA:0.001603)0.99:0.004127,(NEWE:0.001997,MEST:0.003949)0.99:0.00114)0.99:0.00049)0.99:0.000674,(((LOGI:0.002387,(HERO:0.004465,CATE:0.001554)0.99:0.0005)0.99:0.000207,(SCMA:0.009406,((IXSC:0.003735,(DRME:0.004287,DAPU:0.003099)0.99:0.000665)0.99:0.000581,(PRPA:0.003679,CAEL:0.001611)0.99:0.00716)0.99:0.000864)0.99:0.000318)0.99:0.000389,(((((XETR:0.001127,(HOSA:0.000244,GAGA:0.000962)0.99:0.000155)0.99:0.000255,DARE:0.000666)0.99:0.001671,CIIN:0.004371)0.99:0.000482,BRFL:0.002091)0.99:0.00037,((SAKO:0.001209,PTFL:0.001932)0.99:0.000967,((OPFA:0.00115,AUMO:0.00381)0.99:0.000793,(STPU:0.001965,"ACPL:0.001632)0.99:0.000281)0.99:0.000398)0.99:0.000298)0.99:0.000249)0.99:0.000238)0.99:0.000366)0.99:0.000487)0.99:0.000882);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,HolXen-homo-disAb41,1.00E-03,1.5,24618,Homogroups_A2ntax35.nexus,35,,A2ntax35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,HolAco-homo-disAb38,1.00E-03,1.5,29318,cluster.All_A2ntax38_homogroups_Diamond_1e-3_all_vs_all.txt.1.5.mcl.table.fasta.nexus,38,,A2ntax38,Folder4ntax38/Homogroups_A_2_ntax38.nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,Hol-homo-disAb41,1.00E-03,1.5,30816,cluster.All_ntaxA2ntax41_homogroups_Diamond_1e-3_all_vs_all.txt.1.5.mcl.table.fasta.nexus,41,,A2ntax41,Homogroups_A_2_ntax41_run_1.trees.tree,80001,Homogroups_A_2_ntax41_run_2.trees.tree,80001,Homogroups_A_2_ntax41_run_3.trees.tree,80001,Homogroups_A_2_ntax41_run_4.trees.tree,80001,0,0.000130988,680,680,0.0157064,1841,0.0329858,1820,0.0329712,1973,0.0331053,2126,0.0330847,1975,0.0331103,80001,0,1499,0.00931193,1499,0.00931205,80001,0,"""(ACDI:0.002211",NEVE:0.002249,(HYMA:0.006349,(((PLBA:0.007355,MNLE:0.001802)0.99:0.01065,((TRAD:0.002214,HOHO:0.000854)0.99:0.006036,(((SARO:0.003975,MOBR:0.007281)0.99:0.005194,(SPAR:0.012254,CAOW:0.008145)0.99:0.002399)0.99:0.002297,(OSCA:0.010289,(SYCI:0.004915,(TEWI:0.00398,AMQU:0.002774)0.99:0.002683)0.99:0.000294)0.99:0.000368)0.99:0.000408)0.99:0.000134)0.99:0.00028,((XEBO:0.006996,((SYRO:0.002294,PSVA:0.002352)0.99:0.005873,(NEWE:0.002852,MEST:0.005648)0.99:0.001623)0.99:0.00073)0.99:0.000916,(((LOGI:0.003293,(HERO:0.006323,CATE:0.002154)0.99:0.000708)0.99:0.00026,(SCMA:0.013628,((IXSC:0.00525,(DRME:0.00604,DAPU:0.004389)0.99:0.000907)0.99:0.000745,(PRPA:0.005354,CAEL:0.002255)0.99:0.010324)0.99:0.001295)0.99:0.000385)0.99:0.000547,(((((XETR:0.001529,(HOSA:0.000355,GAGA:0.001328)0.99:0.000209)0.99:0.000361,DARE:0.000888)0.99:0.002339,CIIN:0.006151)0.99:0.000654,BRFL:0.002886)0.99:0.000488,((SAKO:0.00166,PTFL:0.002755)0.99:0.001303,((OPFA:0.001606,AUMO:0.00545)0.99:0.00113,(STPU:0.00273,"ACPL:0.002254)0.99:0.000359)0.99:0.000572)0.99:0.000401)0.99:0.000328)0.99:0.000317)0.99:0.000528)0.99:0.000657)0.99:0.001199);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,ChoXen-homo-disAb33,1.00E-03,1.5,24302,cluster.All_A3ntax33_homogroups_Diamond_1e-3_all_vs_all.txt.1.5.mcl.table.fasta.nexus,33,,A3ntax33,,,homogroups_A3ntax33_run_1.trees.tree,:,80001,trees,homogroups_A3ntax33_run_2.trees.tree,:,80001,trees,homogroups_A3ntax33_run_3.trees.tree,:,80001,trees,homogroups_A3ntax33_run_4.trees.tree,:,80001,trees,,,0.02,0.000384496,648,648,0.0165687,5497,0.0173967,5369,0.0174054,6322,0.015659,7272,0.0143178,6340,0.0156683,80001,0,1136,0.0064976,1136,0.00649821,80001,0,"""(ACDI:0.00228",NEVE:0.002374,(HYMA:0.007086,(((PLBA:0.008491,MNLE:0.001899)0.99:0.012228,((TRAD:0.002437,HOHO:0.000883)0.99:0.006812,((SARO:0.004434,MOBR:0.008665)0.99:0.009286,(OSCA:0.011832,(SYCI:0.005385,(TEWI:0.004332,AMQU:0.002942)0.99:0.002949)0.99:0.000366)0.99:0.000282)0.99:0.000599)0.86:0.000124)0.99:0.000349,(XEBO:0.008684,(((LOGI:0.003306,(HERO:0.007043,CATE:0.002147)0.99:0.000801)0.99:0.000281,(SCMA:0.015831,((IXSC:0.005827,(DRME:0.006803,DAPU:0.004873)0.99:0.001045)0.99:0.000846,(PRPA:0.006081,CAEL:0.002598)0.99:0.012325)0.99:0.001528)0.92:0.000319)0.99:0.000527,(((((XETR:0.001705,(HOSA:0.00041,GAGA:0.001492)0.99:0.000238)0.99:0.000389,DARE:0.000982)0.99:0.002608,CIIN:0.006883)0.99:0.000617,BRFL:0.002952)0.99:0.00036,((SAKO:0.001531,PTFL:0.002889)0.99:0.001203,(STPU:0.002628,"ACPL:0.002086)0.99:0.000761)0.99:0.000522)0.99:0.000354)0.99:0.000163)0.99:0.000778)0.99:0.000689)0.99:0.001193);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,ChoAco-homo-disAb36,1.00E-03,1.5,29017,cluster.All_A3ntax36_homogroups_Diamond_1e-3_all_vs_all.txt.1.5.mcl.table.fasta.nexus,36,,A3ntax36,Homogroups_A3ntax36_run_1.trees.tree,80001,Homogroups_A3ntax36_run_2.trees.tree,80001,Homogroups_A3ntax36_run_3.trees.tree,80001,Homogroups_A3ntax36_run_4.trees.tree,80001,0,0.000175799,815,815,0.0113396,4205,0.0230605,4129,0.0229894,4670,0.0239819,5231,0.0246106,4680,0.0239897,80001,0,1501,0.00663757,1501,0.00663827,80001,0,"""(ACDI:0.002481",NEVE:0.00243,(HYMA:0.007074,(((PLBA:0.00847,MNLE:0.001977)0.99:0.011895,((TRAD:0.002481,HOHO:0.000952)0.99:0.006737,((SARO:0.004569,MOBR:0.00861)0.99:0.008643,(OSCA:0.011664,(SYCI:0.005462,(TEWI:0.004449,AMQU:0.003097)0.99:0.002986)0.98:0.000274)0.99:0.000295)0.99:0.000568)0.99:0.000157)0.99:0.000256,(((SYRO:0.002515,PSVA:0.002507)0.99:0.006734,(NEWE:0.003082,MEST:0.00631)0.99:0.001801)0.99:0.001754,(((LOGI:0.00343,(HERO:0.006993,CATE:0.002304)0.99:0.000747)0.99:0.000261,(SCMA:0.015359,((IXSC:0.005803,(DRME:0.006757,DAPU:0.004875)0.99:0.000969)0.99:0.000822,(PRPA:0.006284,CAEL:0.002772)0.99:0.011504)0.99:0.001393)0.99:0.000362)0.99:0.000451,(((((XETR:0.001681,(HOSA:0.000436,GAGA:0.001463)0.99:0.000227)0.99:0.000372,DARE:0.000972)0.99:0.002471,CIIN:0.006798)0.99:0.000621,BRFL:0.002956)0.99:0.000363,((SAKO:0.001542,PTFL:0.002909)0.99:0.001181,(STPU:0.00262,"ACPL:0.002091)0.99:0.000749)0.99:0.000526)0.99:0.000515)0.99:0.000495)0.99:0.000482)0.99:0.000694)0.99:0.001259);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,Cho-homo-disAb39,1.00E-03,1.5,30505,cluster.All_A3ntax39_homogroups_Diamond_1e-3_all_vs_all.txt.1.5.mcl.table.fasta.nexus,39,,A2ntax35,,/home/kjurave/revBayes_run/Folder2SecondStepEnded/A3ntax39/Done_Homogroups_A_3_ntax39_nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,OpiXen-homo-disP41,1.00E-03,1.5,30477,Homogroups_B4ntax41.nexus,41,,B4ntax41,Homogroups_B4ntax41_run_1.trees.tree,80001,Homogroups_B4ntax41_run_2.trees.tree,80001,Homogroups_B4ntax41_run_3.trees.tree,80001,Homogroups_B4ntax41_run_4.trees.tree,80001,0.06,0.000658933,754,754,0.0140228,1457,0.0228014,1431,0.022794,1541,0.0205681,1673,0.0188221,1545,0.0205909,80001,0,1903,0.0149379,1903,0.0149378,80001,0,"""(ACDI:0.001346",NEVE:0.001431,(HYMA:0.004034,(((PLBA:0.004577,MNLE:0.001093)0.99:0.006882,((TRAD:0.001424,HOHO:0.000558)0.99:0.003946,((OSCA:0.006539,(SYCI:0.003101,(TEWI:0.002504,AMQU:0.001723)0.99:0.001748)0.99:0.000207)0.99:0.000307,((SARO:0.002681,MOBR:0.004918)0.99:0.00351,(CAOW:0.006365,(SPAR:0.007745,((((SCPO:0.007965,SACE:0.009731)0.99:0.0019,MAOR:0.003864)0.99:0.000852,CRNE:0.006778)0.99:0.003353,(SPPU:0.003138,ALMA:0.008741)0.96:0.001088)0.99:0.003594)0.99:0.001236)0.99:0.001049)0.99:0.001561)0.99:0.000253)0.58:7.2e-05)0.99:0.000228,(XEBO:0.005063,(((LOGI:0.001984,(HERO:0.004045,CATE:0.001303)0.99:0.000468)0.99:0.000175,(SCMA:0.008727,((IXSC:0.003397,(DRME:0.00392,DAPU:0.00282)0.99:0.000626)0.99:0.000562,(PRPA:0.003424,CAEL:0.001459)0.99:0.006895)0.99:0.000776)0.99:0.000237)0.99:0.000317,(((((XETR:0.001022,(HOSA:0.000244,GAGA:0.000894)0.99:0.000145)0.99:0.000241,DARE:0.000623)0.99:0.001526,CIIN:0.003952)0.99:0.000384,BRFL:0.001747)0.99:0.000222,((SAKO:0.000923,PTFL:0.001673)0.99:0.000712,(STPU:0.001538,"ACPL:0.001203)0.99:0.000468)0.99:0.000332)0.99:0.000242)0.99:0.00011)0.99:0.00044)0.99:0.000419)0.99:0.00071);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,OpiAco-homo-disP44,1.00E-03,1.5,32774,A_1_ntax44.nexus,44,1_3_4,B4ntax44,Homogroups_B4ntax44_run_1.trees.tree,80001,Homogroups_B4ntax44_run_3.trees.tree,80001,Homogroups_B4ntax44_run_4.trees.tree,80001,,,0.384745,0.00309572,920,920,0.00072669,1049,0.00233579,1038,0.00234933,1101,0.00250395,1169,0.002594,1103,0.00250177,80001,0,1506,0.00121556,1506,0.00121441,80001,0,"""(ACDI:0.001637",NEVE:0.001556,(HYMA:0.004331,(((PLBA:0.005003,MNLE:0.001263)0.99:0.00722,((TRAD:0.001561,HOHO:0.000599)0.99:0.004248,((OSCA:0.006998,(SYCI:0.003365,(TEWI:0.002748,AMQU:0.001908)0.99:0.001894)0.99:0.000187)0.99:0.000331,((SARO:0.002878,MOBR:0.005186)0.99:0.003668,(CAOW:0.006679,(SPAR:0.008014,(SPPU:0.003626,((((SCPO:0.008061,SACE:0.009807)0.99:0.001804,MAOR:0.003978)0.99:0.000838,CRNE:0.006786)0.99:0.002954,ALMA:0.008378)0.75:0.000925)0.99:0.003757)0.99:0.001245)0.99:0.001086)0.99:0.001622)0.99:0.000261)0.72:7.5e-05)0.99:0.000202,(((SYRO:0.001613,PSVA:0.001533)0.99:0.004122,(NEWE:0.00197,MEST:0.003905)0.99:0.00108)0.99:0.001102,(((LOGI:0.002203,(HERO:0.004302,CATE:0.001455)0.99:0.000465)0.99:0.000176,(SCMA:0.009233,((IXSC:0.003615,(DRME:0.004173,DAPU:0.003017)0.99:0.000629)0.99:0.000569,(PRPA:0.003683,CAEL:0.001613)0.99:0.007092)0.99:0.00085)0.99:0.000264)0.99:0.000295,(((((XETR:0.001083,(HOSA:0.000245,GAGA:0.000965)0.99:0.000152)0.99:0.000252,DARE:0.000628)0.99:0.001573,CIIN:0.004189)0.99:0.000444,BRFL:0.001883)0.99:0.000245,((SAKO:0.000996,PTFL:0.001777)0.99:0.000748,(STPU:0.001633,"ACPL:0.001308)0.99:0.0005)0.99:0.000351)0.99:0.000346)0.99:0.000332)0.99:0.000306)0.99:0.000464)0.99:0.000845);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,HolXen-homo-disP35,1.00E-03,1.5,29994,table.C5ntax35.nexus,35,,B5ntax35,Homogroups_C5ntax35_run_1.trees.tree,80001,Homogroups_C5ntax35_run_2.trees.tree,80001,Homogroups_C5ntax35_run_3.trees.tree,80001,Homogroups_C5ntax35_run_4.trees.tree,80001,0.02,0.000311172,799,799,0.0111055,5063,0.0122139,5000,0.0121646,5589,0.0148785,6209,0.0166264,5594,0.0148597,80001,0,1596,0.000861401,1596,0.000862359,80001,0,"""(ACDI:0.002061",NEVE:0.002155,(HYMA:0.006311,(((PLBA:0.007514,MNLE:0.001763)0.99:0.010976,((TRAD:0.002179,HOHO:0.000812)0.99:0.00611,(((SARO:0.004028,MOBR:0.007579)0.99:0.005445,(SPAR:0.01314,CAOW:0.00857)0.99:0.002776)0.99:0.002494,(OSCA:0.01037,(SYCI:0.00486,(TEWI:0.00391,AMQU:0.002651)0.99:0.002731)0.99:0.00031)0.99:0.000421)0.99:0.000435)0.91:0.00012)0.99:0.000324,(XEBO:0.007834,(((LOGI:0.00297,(HERO:0.006301,CATE:0.001934)0.99:0.00073)0.99:0.00025,(SCMA:0.013882,((IXSC:0.005286,(DRME:0.006115,DAPU:0.004416)0.99:0.000927)0.99:0.000798,(PRPA:0.005525,CAEL:0.002196)0.99:0.010997)0.99:0.001283)0.97:0.000311)0.99:0.000472,(((((XETR:0.001551,(HOSA:0.000385,GAGA:0.001361)0.99:0.000216)0.99:0.000359,DARE:0.00089)0.99:0.002321,CIIN:0.006139)0.99:0.000569,BRFL:0.002651)0.99:0.000331,((SAKO:0.001368,PTFL:0.002594)0.99:0.001078,(STPU:0.002352,"ACPL:0.001793)0.99:0.0007)0.99:0.000487)0.99:0.000349)0.99:0.000152)0.99:0.000694)0.99:0.000631)0.99:0.001076);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,HolXen-homo-disP38,1.00E-03,1.5,30992,Homogroups_B5ntax38.nexus,38,,B5ntax38,Homogroups_B5ntax38_run_1.trees.tree,80001,Homogroups_B5ntax38_run_2.trees.tree,80001,Homogroups_B5ntax38_run_3.trees.tree,80001,Homogroups_B5ntax38_run_4.trees.tree,80001,0.01,0.000164304,787,787,0.014825,3051,0.0254043,3023,0.0253922,3229,0.0254004,3431,0.0253155,3232,0.0254029,80001,0,916,0.0141101,916,0.014108,80001,0,"""(ACDI:0.002246",NEVE:0.002254,(HYMA:0.006446,(((PLBA:0.007736,MNLE:0.001856)0.99:0.010913,((TRAD:0.002285,HOHO:0.000897)0.99:0.0062,(((SARO:0.004231,MOBR:0.007727)0.99:0.005341,(SPAR:0.013041,CAOW:0.008686)0.99:0.002703)0.99:0.002424,(OSCA:0.010571,(SYCI:0.005055,(TEWI:0.004109,AMQU:0.00284)0.99:0.002793)0.99:0.000271)0.99:0.000412)0.99:0.000415)0.95:0.00012)0.99:0.000274,(((SYRO:0.002429,PSVA:0.002342)0.99:0.006141,(NEWE:0.0029,MEST:0.005776)0.99:0.001602)0.99:0.001641,(((LOGI:0.003178,(HERO:0.006427,CATE:0.002089)0.99:0.000711)0.99:0.000245,(SCMA:0.013942,((IXSC:0.005384,(DRME:0.006215,DAPU:0.004497)0.99:0.000892)0.99:0.000773,(PRPA:0.005685,CAEL:0.0024)0.99:0.010652)0.99:0.001291)0.99:0.000334)0.99:0.00042,(((((XETR:0.001557,(HOSA:0.00036,GAGA:0.001352)0.99:0.000219)0.99:0.00035,DARE:0.0009)0.99:0.002292,CIIN:0.006188)0.99:0.00058,BRFL:0.002712)0.99:0.000348,((SAKO:0.001429,PTFL:0.002648)0.99:0.001076,(STPU:0.002396,"ACPL:0.001864)0.99:0.000714)0.99:0.000494)0.99:0.000477)0.99:0.00046)0.99:0.00046)0.99:0.000659)0.99:0.001185);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,HolAco-homo-disP41,1.00E-03,1.5,32203,Homogroups_B5ntax41.nexus,41,,B5ntax41,Homogroups_C5ntax41_run_1.trees.tree,80001,Homogroups_C5ntax41_run_2.trees.tree,80001,Homogroups_C5ntax41_run_3.trees.tree,80001,Homogroups_C5ntax41_run_4.trees.tree,80001,0.01,0.000220363,659,659,0.00252376,1434,0.0146799,1422,0.0146273,1491,0.0150327,1578,0.0152595,1492,0.0150405,80001,0,863,0.00951211,863,0.00951395,80001,0,"""(ACDI:0.00227",NEVE:0.002327,(HYMA:0.006501,(((PLBA:0.007572,MNLE:0.001809)0.99:0.010883,((TRAD:0.002259,HOHO:0.00088)0.99:0.00619,(((SARO:0.00409,MOBR:0.007433)0.99:0.005204,(SPAR:0.012397,CAOW:0.008249)0.99:0.002702)0.99:0.002502,(OSCA:0.010478,(SYCI:0.005041,(TEWI:0.004079,AMQU:0.002838)0.99:0.002786)0.99:0.000279)0.99:0.000392)0.99:0.000427)0.93:0.00012)0.99:0.000313,((XEBO:0.007202,((SYRO:0.00234,PSVA:0.002385)0.99:0.006088,(NEWE:0.002916,MEST:0.00577)0.99:0.001642)0.99:0.000749)0.99:0.000947,(((LOGI:0.003356,(HERO:0.006523,CATE:0.0022)0.99:0.000726)0.99:0.000274,(SCMA:0.013885,((IXSC:0.005391,(DRME:0.006192,DAPU:0.004493)0.99:0.000922)0.99:0.000743,(PRPA:0.005539,CAEL:0.002326)0.99:0.010531)0.99:0.001326)0.99:0.000424)0.99:0.000549,(((((XETR:0.001574,(HOSA:0.000365,GAGA:0.001368)0.99:0.000216)0.99:0.000361,DARE:0.000931)0.99:0.002397,CIIN:0.006331)0.99:0.000663,BRFL:0.002967)0.99:0.000501,((SAKO:0.001692,PTFL:0.002813)0.99:0.001342,((OPFA:0.001665,AUMO:0.005594)0.99:0.00117,(STPU:0.002798,"ACPL:0.002313)0.99:0.000359)0.99:0.000592)0.99:0.00042)0.99:0.000335)0.99:0.000326)0.99:0.000538)0.99:0.000691)0.99:0.001223);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,Cho-homo-disP36,1.00E-03,1.5,30963,Homogroups_B6ntax36.nexus,36,,B6ntax36,Homogroups_B6ntax36_run_1.trees.tree,80001,Homogroups_B6ntax36_run_2.trees.tree,80001,Homogroups_B6ntax36_run_3.trees.tree,80001,Homogroups_B6ntax36_run_4.trees.tree,80001,0,0.000188164,704,704,0.00695533,3586,0.0131103,3545,0.0131229,3908,0.0133587,4283,0.0134405,3911,0.0133535,80001,0,1705,0.0119339,1705,0.0119349,80001,0,"""(ACDI:0.002487",NEVE:0.002516,(HYMA:0.007251,(((PLBA:0.008842,MNLE:0.002099)0.99:0.012407,((TRAD:0.002542,HOHO:0.000984)0.99:0.006921,((SARO:0.004772,MOBR:0.00894)0.99:0.009003,(OSCA:0.012011,(SYCI:0.00568,(TEWI:0.004633,AMQU:0.003216)0.99:0.003129)0.99:0.000306)0.99:0.000319)0.99:0.000585)0.93:0.000134)0.99:0.000314,(((SYRO:0.002685,PSVA:0.002561)0.99:0.007069,(NEWE:0.003227,MEST:0.006523)0.99:0.001807)0.99:0.001855,(((LOGI:0.003544,(HERO:0.007219,CATE:0.002332)0.99:0.000774)0.99:0.000264,(SCMA:0.015749,((IXSC:0.006025,(DRME:0.00696,DAPU:0.005045)0.99:0.000982)0.99:0.000805,(PRPA:0.00641,CAEL:0.002618)0.99:0.011991)0.99:0.001482)0.99:0.000392)0.99:0.000464,(((((XETR:0.001755,(HOSA:0.000408,GAGA:0.001512)0.99:0.000237)0.99:0.000391,DARE:0.000999)0.99:0.002556,CIIN:0.006971)0.99:0.000642,BRFL:0.003025)0.99:0.000388,((SAKO:0.001577,PTFL:0.002993)0.99:0.001206,(STPU:0.002685,"ACPL:0.002072)0.99:0.000792)0.99:0.000545)0.99:0.000521)0.99:0.000507)0.99:0.000528)0.99:0.000718)0.99:0.001318);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
